s	p	o
Asteraceae#family	rdf:type	wo:Family
Asteraceae#family	wo:genus	Taraxacum#genus
Asteriidae#family	rdf:type	wo:Family
Atelidae#family	rdf:type	wo:Family
Attelabidae#family	rdf:type	wo:Family
Auk#family	rdf:type	wo:Family
Auk#family	wo:genus	Puffin#genus
Auk#family	wo:genus	Uria#genus
Auk#name	rdf:type	wo:TaxonName
Azhdarchidae#family	rdf:type	wo:Family
Azhdarchidae#family	wo:genus	Hatzegopteryx#genus
Balaenicipitidae#family	rdf:type	wo:Family
Balaenidae#family	rdf:type	wo:Family
Balaenidae#name	rdf:type	wo:TaxonName
Basilosauridae#family	rdf:type	wo:Family
Basilosauridae#family	wo:genus	Basilosaurus#genus
Beaked_whale#family	rdf:type	wo:Family
Bear_dog#name	rdf:type	wo:TaxonName
Bear#family	rdf:type	wo:Family
Bear#family	wo:genus	Ailuropoda#genus
Bear#family	wo:genus	n:life#genus
Bear#family	wo:genus	Ursus_genus#genus
Bear#name	rdf:type	wo:TaxonName
Birds_of_Paradise#family	rdf:type	wo:Family
Birds_of_Paradise#family	wo:genus	Cicinnurus#genus
Birds_of_Paradise#family	wo:genus	n:life#genus
Birds_of_Paradise#family	wo:genus	Paradisaea#genus
Birds_of_Paradise#family	wo:genus	Parotia#genus
Birds_of_Paradise#name	rdf:type	wo:TaxonName
Blesmol#family	rdf:type	wo:Family
Blesmol#name	rdf:type	wo:TaxonName
Boidae#family	rdf:type	wo:Family
Boidae#family	wo:genus	Antaresia#genus
Boidae#family	wo:genus	Boa_genus#genus
Boidae#family	wo:genus	n:life#genus
Boidae#family	wo:genus	Morelia_genus#genus
Boidae#family	wo:genus	Python_genus#genus
Boidae#name	rdf:type	wo:TaxonName
Bombycillidae#family	rdf:type	wo:Family
Bovid#family	rdf:type	wo:Family
Bovid#family	wo:genus	Antilope#genus
Bovid#family	wo:genus	Bos#genus
Bovid#family	wo:genus	Bubalus#genus
Bovid#family	wo:genus	Capra_genus#genus
Bovid#family	wo:genus	Damaliscus#genus
Bovid#family	wo:genus	n:life#genus
Bovid#family	wo:genus	Nanger#genus
Bovid#family	wo:genus	Ovis#genus
Bovid#family	wo:genus	Procapra#genus
Bovid#family	wo:genus	Pseudois#genus
Bovid#family	wo:genus	Wildebeest#genus
Bovid#name	rdf:type	wo:TaxonName
Bradypodidae#family	rdf:type	wo:Family
Bradypodidae#family	wo:genus	Three-toed_sloth#genus
Bustard#family	rdf:type	wo:Family
Bythograeidae#name	rdf:type	wo:TaxonName
Callitrichidae#family	rdf:type	wo:Family
Calopterygidae#family	rdf:type	wo:Family
Camelid#family	rdf:type	wo:Family
Camelid#family	wo:genus	Camel#genus
Camelid#family	wo:genus	Lama_genus#genus
Camelid#name	rdf:type	wo:TaxonName
Canidae#family	rdf:type	wo:Family
Canidae#family	wo:genus	Canis#genus
Canidae#family	wo:genus	n:life#genus
Canidae#family	wo:genus	Lycalopex#genus
Canidae#family	wo:genus	Vulpes#genus
Canidae#name	rdf:type	wo:TaxonName
Carcharodontosauridae#family	rdf:type	wo:Family
Carcharodontosauridae#family	wo:genus	Carcharodontosaurus#genus
Carcharodontosauridae#family	wo:genus	Mapusaurus#genus
Carcharodontosauridae#name	rdf:type	wo:TaxonName
Castoridae#family	rdf:type	wo:Family
Castoridae#family	wo:genus	Beaver#genus
Caviidae#family	rdf:type	wo:Family
Caviidae#name	rdf:type	wo:TaxonName
Ceratopogonidae#family	rdf:type	wo:Family
Ceratopsidae#family	rdf:type	wo:Family
Ceratopsidae#family	wo:genus	Triceratops#genus
Cetorhinidae#family	rdf:type	wo:Family
Chameleon#family	rdf:type	wo:Family
Chameleon#name	rdf:type	wo:TaxonName
Characidae#family	rdf:type	wo:Family
Characidae#family	wo:genus	Brycon#genus
Characidae#family	wo:genus	n:life#genus
Characidae#family	wo:genus	Pygocentrus#genus
Characidae#name	rdf:type	wo:TaxonName
Charadriidae#family	rdf:type	wo:Family
Charadriidae#family	wo:genus	Charadrius#genus
Charadriidae#family	wo:genus	Vanellus#genus
Charadriidae#name	rdf:type	wo:TaxonName
Cheirogaleidae#family	rdf:type	wo:Family
Cheirogaleidae#family	wo:genus	Fork-marked_lemur#genus
Cheirogaleidae#family	wo:genus	Mouse_lemur#genus
Cheirogaleidae#name	rdf:type	wo:TaxonName
Cicada#family	rdf:type	wo:Family
Cicada#family	wo:genus	Magicicada#genus
Cichlid#name	rdf:type	wo:TaxonName
Cinclidae#family	rdf:type	wo:Family
Clupeidae#name	rdf:type	wo:TaxonName
Clusiaceae#family	rdf:type	wo:Family
Coccinellidae#family	rdf:type	wo:Family
Coccinellidae#name	rdf:type	wo:TaxonName
Cockatoo#family	rdf:type	wo:Family
Coelophysidae#family	rdf:type	wo:Family
Coelophysidae#family	wo:genus	Coelophysis#genus
Colubrid#family	rdf:type	wo:Family
Colubrid#name	rdf:type	wo:TaxonName
Colugo#family	rdf:type	wo:Family
Columbidae#family	rdf:type	wo:Family
Columbidae#family	wo:genus	Columba_genus#genus
Columbidae#family	wo:genus	Streptopelia#genus
Columbidae#name	rdf:type	wo:TaxonName
Conidae#family	rdf:type	wo:Family
Conidae#family	wo:genus	Conus#genus
Cordylidae#family	rdf:type	wo:Family
Corvidae#family	rdf:type	wo:Family
Corvidae#family	wo:genus	Chough#genus
Corvidae#family	wo:genus	Corvus_genus#genus
Corvidae#family	wo:genus	Garrulus#genus
Corvidae#family	wo:genus	Pica_genus#genus
Corvidae#name	rdf:type	wo:TaxonName
Crab_spider#name	rdf:type	wo:TaxonName
Crane_bird#family	rdf:type	wo:Family
Crane_bird#family	wo:genus	Anthropoides#genus
Crane_bird#family	wo:genus	Grus_genus#genus
Crane_bird#name	rdf:type	wo:TaxonName
Cricetidae#family	rdf:type	wo:Family
Cricetidae#family	wo:tribe	Lemming#tribe
Cricetidae#name	rdf:type	wo:TaxonName
Crocodile#family	rdf:type	wo:Family
Crocodile#family	wo:genus	Crocodylus#genus
Crocodile#name	rdf:type	wo:TaxonName
Cupressaceae#family	rdf:type	wo:Family
Cupressaceae#family	wo:genus	Sequoiadendron#genus
Cyperaceae#family	rdf:type	wo:Family
Cyperaceae#family	wo:genus	Eriophorum#genus
Dasypodidae#family	rdf:type	wo:Family
Dasyuridae#family	rdf:type	wo:Family
Dasyuridae#name	rdf:type	wo:TaxonName
Deer#family	rdf:type	wo:Family
Deer#family	wo:genus	Capreolus#genus
Deer#family	wo:genus	Cervus#genus
Deer#family	wo:genus	Dama#genus
Deer#family	wo:genus	n:life#genus
Deer#family	wo:genus	Megaloceros#genus
Deer#family	wo:genus	Muntjac#genus
Deer#family	wo:genus	P_C3_A8re_David_27s_Deer#genus
Deer#name	rdf:type	wo:TaxonName
Diplodocid#family	rdf:type	wo:Family
Diplodocid#family	wo:genus	Apatosaurus#genus
Diplodocid#family	wo:genus	Diplodocus#genus
Diplodocid#name	rdf:type	wo:TaxonName
Dormouse#family	rdf:type	wo:Family
Dormouse#name	rdf:type	wo:TaxonName
Dromaeosauridae#family	rdf:type	wo:Family
Dromaeosauridae#family	wo:genus	Microraptor#genus
Dromaeosauridae#family	wo:genus	Sinornithosaurus#genus
Dromaeosauridae#family	wo:genus	Utahraptor#genus
Dromaeosauridae#family	wo:genus	Velociraptor#genus
Dromaeosauridae#name	rdf:type	wo:TaxonName
Drongo#name	rdf:type	wo:TaxonName
Droseraceae#family	rdf:type	wo:Family
Droseraceae#family	wo:genus	Drosera#genus
Droseraceae#family	wo:genus	n:life#genus
Droseraceae#name	rdf:type	wo:TaxonName
Dugongidae#family	rdf:type	wo:Family
Dytiscidae#family	rdf:type	wo:Family
Eared_seal#family	rdf:type	wo:Family
Eared_seal#family	wo:genus	Arctocephalus#genus
Eared_seal#family	wo:genus	Eumetopias#genus
Eared_seal#family	wo:genus	n:life#genus
Eared_seal#name	rdf:type	wo:TaxonName
Earless_seal#family	rdf:type	wo:Family
Earless_seal#family	wo:genus	n:life#genus
Earless_seal#family	wo:genus	Monachus#genus
Earless_seal#family	wo:genus	Pusa#genus
Earless_seal#name	rdf:type	wo:TaxonName
Eeltail_catfish#name	rdf:type	wo:TaxonName
Elapidae#family	rdf:type	wo:Family
Elapidae#family	wo:genus	Acanthophis#genus
Elapidae#family	wo:genus	n:life#genus
Elapidae#family	wo:genus	Naja#genus
Elapidae#family	wo:genus	Ophiophagus#genus
Elapidae#family	wo:genus	Taipan#genus
Elapidae#name	rdf:type	wo:TaxonName
Elephant_bird#name	rdf:type	wo:TaxonName
Elephantidae#family	wo:genus	African_elephant#genus
Elephantidae#family	wo:genus	n:life#genus
Elephantidae#family	wo:genus	Mammoth#genus
Elephantidae#name	rdf:type	wo:TaxonName
Elephant_shrew#family	rdf:type	wo:Family
Elephant_shrew#name	rdf:type	wo:TaxonName
Emberizidae#family	rdf:type	wo:Family
Entelodont#name	rdf:type	wo:TaxonName
Equidae#family	rdf:type	wo:Family
Equidae#family	wo:genus	Equus_genus#genus
Erinaceidae#family	rdf:type	wo:Family
Erinaceidae#name	rdf:type	wo:TaxonName
Estrildidae#family	rdf:type	wo:Family
Eupleridae#family	rdf:type	wo:Family
Eupleridae#name	rdf:type	wo:TaxonName
Fagaceae#family	rdf:type	wo:Family
Fagaceae#family	wo:genus	Beech#genus
Fagaceae#family	wo:genus	Oak#genus
Fagaceae#name	rdf:type	wo:TaxonName
Falconidae#family	rdf:type	wo:Family
Falconidae#family	wo:genus	Falcon#genus
Felidae#family	rdf:type	wo:Family
Felidae#family	wo:genus	Acinonyx#genus
Felidae#family	wo:genus	Catopuma#genus
Felidae#family	wo:genus	Felis#genus
Felidae#family	wo:genus	n:life#genus
Felidae#family	wo:genus	Lynx#genus
Felidae#family	wo:genus	Neofelis#genus
Felidae#family	wo:genus	Panthera#genus
Felidae#family	wo:genus	Prionailurus#genus
Felidae#family	wo:genus	Puma_genus#genus
Felidae#family	wo:genus	Smilodon#genus
Felidae#name	rdf:type	wo:TaxonName
Finch#family	rdf:type	wo:Family
Finch#family	wo:genus	Carduelis#genus
Finch#family	wo:genus	Crossbill#genus
Finch#family	wo:genus	Fringilla#genus
Finch#family	wo:genus	Pyrrhula#genus
Finch#name	rdf:type	wo:TaxonName
Firefly#family	rdf:type	wo:Family
Firefly#name	rdf:type	wo:TaxonName
Flying_fish#name	rdf:type	wo:TaxonName
Frogfish#name	rdf:type	wo:TaxonName
Gavialidae#family	rdf:type	wo:Family
Gecko#family	rdf:type	wo:Family
Gecko#family	wo:genus	Nephrurus#genus
Gecko#family	wo:genus	Uroplatus#genus
Gecko#name	rdf:type	wo:TaxonName
Giant_salamander#family	rdf:type	wo:Family
Giant_salamander#family	wo:genus	Andrias#genus
Gibbon#family	rdf:type	wo:Family
Gibbon#family	wo:genus	Hylobates#genus
Gibbon#family	wo:genus	Nomascus#genus
Gibbon#family	wo:genus	Symphalangus#genus
Gibbon#name	rdf:type	wo:TaxonName
Giraffidae#family	rdf:type	wo:Family
Giraffidae#name	rdf:type	wo:TaxonName
Glyptodontidae#name	rdf:type	wo:TaxonName
Goby#name	rdf:type	wo:TaxonName
Grebe#family	rdf:type	wo:Family
Grebe#family	wo:genus	n:life#genus
Grebe#family	wo:genus	Podiceps#genus
Grebe#name	rdf:type	wo:TaxonName
Ground_beetle#name	rdf:type	wo:TaxonName
Gull#family	rdf:type	wo:Family
Gull#family	wo:genus	Kittiwake#genus
Gull#family	wo:genus	Larus#genus
Gull#name	rdf:type	wo:TaxonName
Hadrosaurid#name	rdf:type	wo:TaxonName
Helicidae#family	rdf:type	wo:Family
Heron#family	rdf:type	wo:Family
Heron#name	rdf:type	wo:TaxonName
Hippocastanaceae#family	rdf:type	wo:Family
Hippopotamidae#family	rdf:type	wo:Family
Hominidae#family	rdf:type	wo:Family
Hominidae#family	wo:genus	Australopithecus#genus
Hominidae#family	wo:genus	Chimpanzee#genus
Hominidae#family	wo:genus	Gorilla#genus
Hominidae#family	wo:genus	Homo#genus
Hominidae#family	wo:genus	Orangutan#genus
Hominidae#name	rdf:type	wo:TaxonName
Horseshoe_bat#family	rdf:type	wo:Family
Horseshoe_bat#name	rdf:type	wo:TaxonName
Hummingbird#family	rdf:type	wo:Family
Hummingbird#name	rdf:type	wo:TaxonName
Huntsman_spider#name	rdf:type	wo:TaxonName
Hyena#family	rdf:type	wo:Family
Hypsilophodont#family	rdf:type	wo:Family
Hypsilophodont#family	wo:genus	Leaellynasaura#genus
Hyracodontidae#family	rdf:type	wo:Family
Hyracodontidae#family	wo:genus	Paraceratherium#genus
Iguanidae#family	rdf:type	wo:Family
Iguanidae#name	rdf:type	wo:TaxonName
Iguanodont#family	rdf:type	wo:Family
Iguanodont#family	wo:genus	Iguanodon#genus
Indriidae#family	rdf:type	wo:Family
Indriidae#family	wo:genus	n:life#genus
Indriidae#family	wo:genus	Sifaka#genus
Indriidae#name	rdf:type	wo:TaxonName
Iniidae#family	rdf:type	wo:Family
Jumping_spider#family	rdf:type	wo:Family
Jumping_spider#name	rdf:type	wo:TaxonName
Kannemeyeriidae#family	rdf:type	wo:Family
Kannemeyeriidae#family	wo:genus	Placerias#genus
Lacertidae#family	rdf:type	wo:Family
Lacertidae#name	rdf:type	wo:TaxonName
Lamnidae#family	rdf:type	wo:Family
Lark#family	rdf:type	wo:Family
Leaf-nosed_bat#family	rdf:type	wo:Family
Lemuridae#family	rdf:type	wo:Family
Lemuridae#name	rdf:type	wo:TaxonName
Leporidae#family	rdf:type	wo:Family
Leporidae#family	wo:genus	n:life#genus
Leporidae#family	wo:genus	Hare#genus
Leporidae#name	rdf:type	wo:TaxonName
Leptodactylidae#family	rdf:type	wo:Family
Leptodactylidae#family	wo:genus	Leptodactylus#genus
Liliaceae#family	rdf:type	wo:Family
Liliaceae#family	wo:genus	Fritillaria#genus
Liliaceae#family	wo:genus	n:life#genus
Liliaceae#family	wo:genus	Tulip#genus
Liliaceae#name	rdf:type	wo:TaxonName
Linyphiidae#name	rdf:type	wo:TaxonName
Liphistiidae#family	rdf:type	wo:Family
Liphistiidae#family	wo:genus	Liphistius#genus
Loranthaceae#name	rdf:type	wo:TaxonName
Lorisidae#family	rdf:type	wo:Family
Lorisidae#family	wo:genus	Slow_loris#genus
Lumbricidae#name	rdf:type	wo:TaxonName
Lungless_salamander#family	rdf:type	wo:Family
Lungless_salamander#name	rdf:type	wo:TaxonName
Lycaenidae#family	rdf:type	wo:Family
Lycaenidae#name	rdf:type	wo:TaxonName
Macraucheniidae#family	rdf:type	wo:Family
Macraucheniidae#family	wo:genus	Macrauchenia#genus
Macropod#family	rdf:type	wo:Family
Macropod#family	wo:genus	Macropus#genus
Macropod#family	wo:genus	Rock-wallaby#genus
Macropod#family	wo:genus	Tree-kangaroo#genus
Macropod#name	rdf:type	wo:TaxonName
Majidae#name	rdf:type	wo:TaxonName
Mammutidae#family	rdf:type	wo:Family
Manakin#family	rdf:type	wo:Family
Manakin#name	rdf:type	wo:TaxonName
Manidae#family	rdf:type	wo:Family
Manidae#family	wo:genus	Pangolin#genus
Marlin#family	rdf:type	wo:Family
Megabat#family	rdf:type	wo:Family
Megabat#family	wo:genus	n:life#genus
Megabat#family	wo:genus	Pteropus#genus
Megabat#family	wo:genus	Syconycteris#genus
Megabat#name	rdf:type	wo:TaxonName
Megachilidae#family	rdf:type	wo:Family
Megachilidae#family	wo:genus	Mason_bee#genus
Megaluridae#family	rdf:type	wo:Family
Megapode#family	rdf:type	wo:Family
Megapode#name	rdf:type	wo:TaxonName
Megatheriidae#name	rdf:type	wo:TaxonName
Moa#name	rdf:type	wo:TaxonName
Mongoose#family	rdf:type	wo:Family
Mongoose#name	rdf:type	wo:TaxonName
Monodontidae#family	rdf:type	wo:Family
Monodontidae#name	rdf:type	wo:TaxonName
Mosquito#name	rdf:type	wo:TaxonName
Motacillidae#family	rdf:type	wo:Family
Motacillidae#family	wo:genus	Motacilla#genus
Muridae#family	rdf:type	wo:Family
Muridae#family	wo:genus	Apodemus#genus
Muridae#family	wo:genus	n:life#genus
Muridae#family	wo:genus	Mallomys#genus
Muridae#family	wo:genus	Micromys#genus
Muridae#family	wo:genus	Parotomys#genus
Muridae#family	wo:genus	Rat#genus
Muridae#name	rdf:type	wo:TaxonName
Mustelidae#family	rdf:type	wo:Family
Mustelidae#family	wo:genus	n:life#genus
Mustelidae#family	wo:genus	Gulo#genus
Mustelidae#family	wo:genus	Lutra#genus
Mustelidae#family	wo:genus	Marten#genus
Mustelidae#family	wo:genus	Meles_genus#genus
Mustelidae#family	wo:genus	Neovison#genus
Mustelidae#family	wo:genus	Weasel#genus
Mustelidae#name	rdf:type	wo:TaxonName
Myrmecophagidae#family	rdf:type	wo:Family
Neovenatoridae#family	rdf:type	wo:Family
Neovenatoridae#family	wo:genus	Australovenator#genus
Nepenthaceae#family	rdf:type	wo:Family
Nepenthaceae#family	wo:genus	Nepenthes#genus
New_World_vulture#family	rdf:type	wo:Family
New_World_vulture#name	rdf:type	wo:TaxonName
New_Zealand_parrot#family	rdf:type	wo:Family
New_Zealand_parrot#name	rdf:type	wo:TaxonName
Nightjar#family	rdf:type	wo:Family
Nursery_web_spider#family	rdf:type	wo:Family
Nursery_web_spider#family	wo:genus	Dolomedes#genus
Nymphalidae#family	rdf:type	wo:Family
Nymphalidae#name	rdf:type	wo:TaxonName
Oceanic_dolphin#family	rdf:type	wo:Family
Oceanic_dolphin#family	wo:genus	Bottlenose_dolphin#genus
Oceanic_dolphin#family	wo:genus	Common_dolphin#genus
Oceanic_dolphin#family	wo:genus	n:life#genus
Oceanic_dolphin#family	wo:genus	Lagenorhynchus#genus
Oceanic_dolphin#family	wo:genus	Stenella#genus
Oceanic_dolphin#name	rdf:type	wo:TaxonName
Octopodidae#family	rdf:type	wo:Family
Odobenidae#family	rdf:type	wo:Family
Old_World_flycatcher#family	rdf:type	wo:Family
Old_World_flycatcher#family	wo:genus	Erithacus#genus
Old_World_flycatcher#family	wo:genus	Ficedula#genus
Old_World_flycatcher#family	wo:genus	Luscinia#genus
Old_World_flycatcher#family	wo:genus	Muscicapa#genus
Old_World_flycatcher#family	wo:genus	Phoenicurus#genus
Old_World_flycatcher#family	wo:genus	Saxicola#genus
Old_World_flycatcher#name	rdf:type	wo:TaxonName
Old_World_monkey#family	rdf:type	wo:Family
Old_World_monkey#family	wo:genus	Baboon#genus
Old_World_monkey#family	wo:genus	Erythrocebus#genus
Old_World_monkey#family	wo:genus	n:life#genus
Old_World_monkey#family	wo:genus	Gray_langur#genus
Old_World_monkey#family	wo:genus	Lutung#genus
Old_World_monkey#family	wo:genus	Macaque#genus
Old_World_monkey#family	wo:genus	Snub-nosed_monkey#genus
Old_World_monkey#name	rdf:type	wo:TaxonName
Ophthalmosauridae#family	rdf:type	wo:Family
Ophthalmosauridae#family	wo:genus	Ophthalmosaurus#genus
Orb-weaver_spider#family	rdf:type	wo:Family
Orb-weaver_spider#name	rdf:type	wo:TaxonName
Orchidaceae#family	rdf:type	wo:Family
Orchidaceae#family	wo:genus	Ophrys#genus
Orchidaceae#name	rdf:type	wo:TaxonName
Ornithorhynchidae#family	rdf:type	wo:Family
Oviraptoridae#family	rdf:type	wo:Family
Oviraptoridae#family	wo:genus	Gigantoraptor#genus
Oystercatcher#family	rdf:type	wo:Family
Palaeotheriidae#family	rdf:type	wo:Family
Palaeotheriidae#family	wo:genus	Propalaeotherium#genus
Pandionidae#family	rdf:type	wo:Family
Panuridae#family	rdf:type	wo:Family
Papaveraceae#family	rdf:type	wo:Family
Passalidae#name	rdf:type	wo:TaxonName
Passifloraceae#family	rdf:type	wo:Family
Passifloraceae#family	wo:genus	Passiflora#genus
Pectinidae#name	rdf:type	wo:TaxonName
Pelican#name	rdf:type	wo:TaxonName
Pelomedusidae#family	rdf:type	wo:Family
Penguin#family	rdf:type	wo:Family
Penguin#family	wo:genus	Aptenodytes#genus
Penguin#family	wo:genus	Banded_penguin#genus
Penguin#family	wo:genus	Crested_penguin#genus
Penguin#family	wo:genus	Pygoscelis#genus
Penguin#name	rdf:type	wo:TaxonName
Petauridae#family	rdf:type	wo:Family
Petromyzontidae#family	rdf:type	wo:Family
Phalangeridae#family	rdf:type	wo:Family
Phalangeridae#family	wo:genus	Phalanger#genus
Phascolarctidae#family	rdf:type	wo:Family
Phasianidae#family	rdf:type	wo:Family
Phasianidae#family	wo:genus	Alectoris#genus
Phasianidae#family	wo:genus	Lagopus#genus
Phasianidae#family	wo:genus	Pavo_genus#genus
Phasianidae#family	wo:genus	Phasianus#genus
Phasianidae#family	wo:genus	Tetrao#genus
Phasianidae#family	wo:genus	Tragopan#genus
Phasianidae#family	wo:genus	Turkey_bird#genus
Phasianidae#name	rdf:type	wo:TaxonName
Phylloscopidae#family	rdf:type	wo:Family
Phylloscopidae#family	wo:genus	Leaf-warbler#genus
Physeteridae#family	rdf:type	wo:Family
Picathartidae#family	rdf:type	wo:Family
Picathartidae#family	wo:genus	Picathartes#genus
Pieridae#family	rdf:type	wo:Family
Pieridae#name	rdf:type	wo:TaxonName
Pinaceae#family	rdf:type	wo:Family
Pinaceae#family	wo:genus	Pinus#genus
Pitheciidae#family	rdf:type	wo:Family
Pitheciidae#family	wo:genus	Capuchin_monkey#genus
Pitheciidae#family	wo:genus	Uakari#genus
Pitheciidae#name	rdf:type	wo:TaxonName
Ploceidae#family	rdf:type	wo:Family
Poaceae#family	rdf:type	wo:Family
Poaceae#family	wo:tribe	Bamboo#tribe
Poaceae#name	rdf:type	wo:TaxonName
Poison_dart_frog#name	rdf:type	wo:TaxonName
Porpoise#family	rdf:type	wo:Family
Procellariidae#family	rdf:type	wo:Family
Procellariidae#family	wo:genus	Fulmar#genus
Procellariidae#family	wo:genus	Gadfly_petrel#genus
Procellariidae#family	wo:genus	n:life#genus
Procellariidae#family	wo:genus	Puffinus#genus
Procellariidae#name	rdf:type	wo:TaxonName
Procyonidae#family	rdf:type	wo:Family
Procyonidae#family	wo:genus	n:life#genus
Procyonidae#family	wo:genus	Nasua#genus
Procyonidae#name	rdf:type	wo:TaxonName
Protoceratopsid#family	rdf:type	wo:Family
Protoceratopsid#family	wo:genus	Protoceratops#genus
Prunellidae#family	rdf:type	wo:Family
Pseudorhyncocyonidae#family	rdf:type	wo:Family
Pseudorhyncocyonidae#family	wo:genus	Leptictidium#genus
Rallidae#family	rdf:type	wo:Family
Rallidae#name	rdf:type	wo:TaxonName
Rauisuchidae#family	rdf:type	wo:Family
Rauisuchidae#family	wo:genus	Postosuchus#genus
Recurvirostridae#family	rdf:type	wo:Family
Regulidae#family	rdf:type	wo:Family
Requiem_shark#family	rdf:type	wo:Family
Requiem_shark#name	rdf:type	wo:TaxonName
Rhabdodontidae#family	rdf:type	wo:Family
Rhabdodontidae#family	wo:genus	Muttaburrasaurus#genus
