relation	p	s	o
adaptation	wo:adaptation	Crowned_Eagle#species	Sexual_dimorphism#adaptation
adaptation	wo:adaptation	Crowned_Eagle#species	Territory_animal#adaptation
adaptation	wo:adaptation	Crowned_Eagle#species	Visual_perception#adaptation
location	wo:growsIn	Crowned_Eagle#species	Arable_land#habitat
location	wo:growsIn	Crowned_Eagle#species	Temperate_broadleaf_and_mixed_forests#habitat
location	wo:growsIn	Crowned_Eagle#species	Tropical_and_subtropical_dry_broadleaf_forests#habitat
location	wo:growsIn	Crowned_Eagle#species	Tropical_and_subtropical_moist_broadleaf_forests#habitat
location	wo:livesIn	Crowned_Eagle#species	Arable_land#habitat
location	wo:livesIn	Crowned_Eagle#species	Temperate_broadleaf_and_mixed_forests#habitat
location	wo:livesIn	Crowned_Eagle#species	Tropical_and_subtropical_dry_broadleaf_forests#habitat
location	wo:livesIn	Crowned_Eagle#species	Tropical_and_subtropical_moist_broadleaf_forests#habitat
adaptation	wo:adaptation	Crowned_Lemur#species	Altricial#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Arboreal_locomotion#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Climbing#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Dominance_hierarchy#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Haptic_perception#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Hearing_sense#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Herbivore#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Maternal_effect#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Pollinator#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Polygyny#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Presociality#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Seed_dispersal#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Semiochemical#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Territory_animal#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Visual_perception#adaptation
adaptation	wo:adaptation	Crowned_Lemur#species	Vivipary#adaptation
location	wo:growsIn	Crowned_Lemur#species	Tropical_and_subtropical_dry_broadleaf_forests#habitat
location	wo:livesIn	Crowned_Lemur#species	Tropical_and_subtropical_dry_broadleaf_forests#habitat
adaptation	wo:adaptation	Crown-of-thorns_starfish#species	Antipredator_adaptation#adaptation
adaptation	wo:adaptation	Crown-of-thorns_starfish#species	Carnivore#adaptation
adaptation	wo:adaptation	Crown-of-thorns_starfish#species	Nocturnality#adaptation
adaptation	wo:adaptation	Crown-of-thorns_starfish#species	Oviparity#adaptation
adaptation	wo:adaptation	Crown-of-thorns_starfish#species	Predation#adaptation
adaptation	wo:adaptation	Crown-of-thorns_starfish#species	Semiochemical#adaptation
adaptation	wo:adaptation	Crown-of-thorns_starfish#species	Venom#adaptation
location	wo:growsIn	Crown-of-thorns_starfish#species	Benthic_zone#habitat
location	wo:growsIn	Crown-of-thorns_starfish#species	Intertidal_zone#habitat
location	wo:growsIn	Crown-of-thorns_starfish#species	Reef#habitat
location	wo:livesIn	Crown-of-thorns_starfish#species	Benthic_zone#habitat
location	wo:livesIn	Crown-of-thorns_starfish#species	Intertidal_zone#habitat
location	wo:livesIn	Crown-of-thorns_starfish#species	Reef#habitat
adaptation	wo:adaptation	Dall_Sheep#species	Climbing#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	Dominance_hierarchy#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	Herbivore#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	High_altitude#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	Maternal_effect#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	Moulting#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	Polygyny#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	Precocial#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	Presociality#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	Psychrophile#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	Running#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	Semiochemical#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	Sexual_dimorphism#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	Visual_perception#adaptation
adaptation	wo:adaptation	Dall_Sheep#species	Vivipary#adaptation
location	wo:growsIn	Dall_Sheep#species	Montane_grasslands_and_shrublands#habitat
location	wo:growsIn	Dall_Sheep#species	Moorland#habitat
location	wo:growsIn	Dall_Sheep#species	Mountain#habitat
location	wo:livesIn	Dall_Sheep#species	Montane_grasslands_and_shrublands#habitat
location	wo:livesIn	Dall_Sheep#species	Moorland#habitat
location	wo:livesIn	Dall_Sheep#species	Mountain#habitat
adaptation	wo:adaptation	Damaraland_Mole_Rat#species	Antipredator_adaptation#adaptation
adaptation	wo:adaptation	Damaraland_Mole_Rat#species	Cooperative_breeding#adaptation
adaptation	wo:adaptation	Damaraland_Mole_Rat#species	Dominance_hierarchy#adaptation
adaptation	wo:adaptation	Damaraland_Mole_Rat#species	Eusociality#adaptation
adaptation	wo:adaptation	Damaraland_Mole_Rat#species	Fossorial#adaptation
adaptation	wo:adaptation	Damaraland_Mole_Rat#species	Haptic_perception#adaptation
adaptation	wo:adaptation	Damaraland_Mole_Rat#species	Hearing_sense#adaptation
adaptation	wo:adaptation	Damaraland_Mole_Rat#species	Herbivore#adaptation
adaptation	wo:adaptation	Damaraland_Mole_Rat#species	Monogamous_pairing_in_animals#adaptation
adaptation	wo:adaptation	Damaraland_Mole_Rat#species	Precocial#adaptation
adaptation	wo:adaptation	Damaraland_Mole_Rat#species	Presociality#adaptation
adaptation	wo:adaptation	Damaraland_Mole_Rat#species	Semiochemical#adaptation
adaptation	wo:adaptation	Damaraland_Mole_Rat#species	Vivipary#adaptation
location	wo:growsIn	Damaraland_Mole_Rat#species	Deserts_and_xeric_shrublands#habitat
location	wo:growsIn	Damaraland_Mole_Rat#species	Flooded_grasslands_and_savannas#habitat
location	wo:growsIn	Damaraland_Mole_Rat#species	Tropical_and_subtropical_grasslands_savannas_and_shrublands#habitat
location	wo:livesIn	Damaraland_Mole_Rat#species	Deserts_and_xeric_shrublands#habitat
location	wo:livesIn	Damaraland_Mole_Rat#species	Flooded_grasslands_and_savannas#habitat
location	wo:livesIn	Damaraland_Mole_Rat#species	Tropical_and_subtropical_grasslands_savannas_and_shrublands#habitat
adaptation	wo:adaptation	Dark_Green_Fritillary#species	Camouflage#adaptation
adaptation	wo:adaptation	Dark_Green_Fritillary#species	Flight#adaptation
adaptation	wo:adaptation	Dark_Green_Fritillary#species	Herbivore#adaptation
adaptation	wo:adaptation	Dark_Green_Fritillary#species	Hibernation#adaptation
adaptation	wo:adaptation	Dark_Green_Fritillary#species	Metamorphosis#adaptation
adaptation	wo:adaptation	Dark_Green_Fritillary#species	Moulting#adaptation
adaptation	wo:adaptation	Dark_Green_Fritillary#species	Oviparity#adaptation
adaptation	wo:adaptation	Dark_Green_Fritillary#species	Visual_perception#adaptation
location	wo:growsIn	Dark_Green_Fritillary#species	Arable_land#habitat
location	wo:growsIn	Dark_Green_Fritillary#species	Calcareous_grassland#habitat
location	wo:growsIn	Dark_Green_Fritillary#species	Coast#habitat
location	wo:growsIn	Dark_Green_Fritillary#species	Heath_habitat#habitat
location	wo:growsIn	Dark_Green_Fritillary#species	Meadow#habitat
location	wo:growsIn	Dark_Green_Fritillary#species	Park#habitat
location	wo:growsIn	Dark_Green_Fritillary#species	Temperate_grasslands_savannas_and_shrublands#habitat
location	wo:livesIn	Dark_Green_Fritillary#species	Arable_land#habitat
location	wo:livesIn	Dark_Green_Fritillary#species	Calcareous_grassland#habitat
location	wo:livesIn	Dark_Green_Fritillary#species	Coast#habitat
location	wo:livesIn	Dark_Green_Fritillary#species	Heath_habitat#habitat
location	wo:livesIn	Dark_Green_Fritillary#species	Meadow#habitat
location	wo:livesIn	Dark_Green_Fritillary#species	Park#habitat
location	wo:livesIn	Dark_Green_Fritillary#species	Temperate_grasslands_savannas_and_shrublands#habitat
adaptation	wo:adaptation	Dartford_Warbler#species	Altricial#adaptation
adaptation	wo:adaptation	Dartford_Warbler#species	Flight#adaptation
adaptation	wo:adaptation	Dartford_Warbler#species	Hearing_sense#adaptation
adaptation	wo:adaptation	Dartford_Warbler#species	Oviparity#adaptation
adaptation	wo:adaptation	Dartford_Warbler#species	Polymorphism_biology#adaptation
location	wo:growsIn	Dartford_Warbler#species	Heath_habitat#habitat
location	wo:growsIn	Dartford_Warbler#species	Temperate_grasslands_savannas_and_shrublands#habitat
location	wo:livesIn	Dartford_Warbler#species	Heath_habitat#habitat
location	wo:livesIn	Dartford_Warbler#species	Temperate_grasslands_savannas_and_shrublands#habitat
adaptation	wo:adaptation	Darwins_Frog#species	Allomothering#adaptation
adaptation	wo:adaptation	Darwins_Frog#species	Camouflage#adaptation
adaptation	wo:adaptation	Darwins_Frog#species	Carnivore#adaptation
adaptation	wo:adaptation	Darwins_Frog#species	Hearing_sense#adaptation
adaptation	wo:adaptation	Darwins_Frog#species	Metamorphosis#adaptation
adaptation	wo:adaptation	Darwins_Frog#species	Oviparity#adaptation
location	wo:growsIn	Darwins_Frog#species	Bog#habitat
location	wo:growsIn	Darwins_Frog#species	River#habitat
location	wo:growsIn	Darwins_Frog#species	Temperate_broadleaf_and_mixed_forests#habitat
location	wo:growsIn	Darwins_Frog#species	Tropical_and_subtropical_moist_broadleaf_forests#habitat
location	wo:livesIn	Darwins_Frog#species	Bog#habitat
location	wo:livesIn	Darwins_Frog#species	River#habitat
location	wo:livesIn	Darwins_Frog#species	Temperate_broadleaf_and_mixed_forests#habitat
location	wo:livesIn	Darwins_Frog#species	Tropical_and_subtropical_moist_broadleaf_forests#habitat
adaptation	wo:adaptation	Daspletosaurus#genus	Carnivore#adaptation
adaptation	wo:adaptation	Daspletosaurus#genus	Oviparity#adaptation
adaptation	wo:adaptation	Daspletosaurus#genus	Pack_hunter#adaptation
adaptation	wo:adaptation	Daspletosaurus#genus	Predation#adaptation
adaptation	wo:adaptation	Daspletosaurus#genus	Running#adaptation
adaptation	wo:adaptation	Daubentons_Bat#species	Altricial#adaptation
adaptation	wo:adaptation	Daubentons_Bat#species	Carnivore#adaptation
adaptation	wo:adaptation	Daubentons_Bat#species	Colony_biology#adaptation
adaptation	wo:adaptation	Daubentons_Bat#species	Flight#adaptation
adaptation	wo:adaptation	Daubentons_Bat#species	Hearing_sense#adaptation
adaptation	wo:adaptation	Daubentons_Bat#species	Hibernation#adaptation
adaptation	wo:adaptation	Daubentons_Bat#species	Maternal_effect#adaptation
adaptation	wo:adaptation	Daubentons_Bat#species	Nocturnality#adaptation
adaptation	wo:adaptation	Daubentons_Bat#species	Predation#adaptation
adaptation	wo:adaptation	Daubentons_Bat#species	Torpor#adaptation
adaptation	wo:adaptation	Daubentons_Bat#species	Ultrasound#adaptation
adaptation	wo:adaptation	Daubentons_Bat#species	Vivipary#adaptation
location	wo:growsIn	Daubentons_Bat#species	River#habitat
location	wo:growsIn	Daubentons_Bat#species	Temperate_broadleaf_and_mixed_forests#habitat
location	wo:growsIn	Daubentons_Bat#species	Urban_ecosystem#habitat
location	wo:livesIn	Daubentons_Bat#species	River#habitat
location	wo:livesIn	Daubentons_Bat#species	Temperate_broadleaf_and_mixed_forests#habitat
location	wo:livesIn	Daubentons_Bat#species	Urban_ecosystem#habitat
adaptation	wo:adaptation	Demoiselle_Crane#species	Animal_migration#adaptation
adaptation	wo:adaptation	Demoiselle_Crane#species	Courtship_display#adaptation
adaptation	wo:adaptation	Demoiselle_Crane#species	Flight#adaptation
adaptation	wo:adaptation	Demoiselle_Crane#species	Hearing_sense#adaptation
adaptation	wo:adaptation	Demoiselle_Crane#species	Monogamous_pairing_in_animals#adaptation
adaptation	wo:adaptation	Demoiselle_Crane#species	Moulting#adaptation
adaptation	wo:adaptation	Demoiselle_Crane#species	Nomad#adaptation
adaptation	wo:adaptation	Demoiselle_Crane#species	Oviparity#adaptation
adaptation	wo:adaptation	Demoiselle_Crane#species	Parental_investment#adaptation
adaptation	wo:adaptation	Demoiselle_Crane#species	Presociality#adaptation
adaptation	wo:adaptation	Demoiselle_Crane#species	Seed_dispersal#adaptation
adaptation	wo:adaptation	Demoiselle_Crane#species	Territory_animal#adaptation
adaptation	wo:adaptation	Demoiselle_Crane#species	Visual_perception#adaptation
location	wo:growsIn	Demoiselle_Crane#species	Deserts_and_xeric_shrublands#habitat
location	wo:growsIn	Demoiselle_Crane#species	Flooded_grasslands_and_savannas#habitat
location	wo:growsIn	Demoiselle_Crane#species	Montane_grasslands_and_shrublands#habitat
location	wo:growsIn	Demoiselle_Crane#species	River#habitat
location	wo:growsIn	Demoiselle_Crane#species	Temperate_grasslands_savannas_and_shrublands#habitat
location	wo:growsIn	Demoiselle_Crane#species	Tropical_and_subtropical_grasslands_savannas_and_shrublands#habitat
location	wo:livesIn	Demoiselle_Crane#species	Deserts_and_xeric_shrublands#habitat
location	wo:livesIn	Demoiselle_Crane#species	Flooded_grasslands_and_savannas#habitat
location	wo:livesIn	Demoiselle_Crane#species	Montane_grasslands_and_shrublands#habitat
location	wo:livesIn	Demoiselle_Crane#species	River#habitat
location	wo:livesIn	Demoiselle_Crane#species	Temperate_grasslands_savannas_and_shrublands#habitat
location	wo:livesIn	Demoiselle_Crane#species	Tropical_and_subtropical_grasslands_savannas_and_shrublands#habitat
adaptation	wo:adaptation	Desert_locust#species	Animal_migration#adaptation
adaptation	wo:adaptation	Desert_locust#species	Colony_biology#adaptation
adaptation	wo:adaptation	Desert_locust#species	Desiccation_tolerance#adaptation
adaptation	wo:adaptation	Desert_locust#species	Flight#adaptation
adaptation	wo:adaptation	Desert_locust#species	Haptic_perception#adaptation
adaptation	wo:adaptation	Desert_locust#species	Herbivore#adaptation
adaptation	wo:adaptation	Desert_locust#species	Jumping#adaptation
adaptation	wo:adaptation	Desert_locust#species	Moulting#adaptation
adaptation	wo:adaptation	Desert_locust#species	Nomad#adaptation
adaptation	wo:adaptation	Desert_locust#species	Oviparity#adaptation
adaptation	wo:adaptation	Desert_locust#species	Polymorphism_biology#adaptation
adaptation	wo:adaptation	Desert_locust#species	Precocial#adaptation
adaptation	wo:adaptation	Desert_locust#species	Semiochemical#adaptation
adaptation	wo:adaptation	Desert_locust#species	Swarm#adaptation
adaptation	wo:adaptation	Desert_locust#species	Thermophile#adaptation
adaptation	wo:adaptation	Desert_locust#species	Visual_perception#adaptation
location	wo:growsIn	Desert_locust#species	Arable_land#habitat
location	wo:growsIn	Desert_locust#species	Deserts_and_xeric_shrublands#habitat
location	wo:growsIn	Desert_locust#species	Montane_grasslands_and_shrublands#habitat
location	wo:growsIn	Desert_locust#species	Tropical_and_subtropical_grasslands_savannas_and_shrublands#habitat
location	wo:livesIn	Desert_locust#species	Arable_land#habitat
location	wo:livesIn	Desert_locust#species	Deserts_and_xeric_shrublands#habitat
location	wo:livesIn	Desert_locust#species	Montane_grasslands_and_shrublands#habitat
location	wo:livesIn	Desert_locust#species	Tropical_and_subtropical_grasslands_savannas_and_shrublands#habitat
adaptation	wo:adaptation	Dinosaur#superorder	Oviparity#adaptation
adaptation	wo:adaptation	Diplodocid#family	Antipredator_adaptation#adaptation
adaptation	wo:adaptation	Diplodocid#family	Herbivore#adaptation
adaptation	wo:adaptation	Diplodocid#family	Oviparity#adaptation
adaptation	wo:adaptation	Diplodocus#genus	Antipredator_adaptation#adaptation
adaptation	wo:adaptation	Diplodocus#genus	Herbivore#adaptation
adaptation	wo:adaptation	Diplodocus#genus	Oviparity#adaptation
adaptation	wo:adaptation	Diplodocus#genus	Presociality#adaptation
adaptation	wo:adaptation	Dire_Wolf#species	Carnivore#adaptation
adaptation	wo:adaptation	Dire_Wolf#species	Pack_hunter#adaptation
adaptation	wo:adaptation	Dire_Wolf#species	Predation#adaptation
adaptation	wo:adaptation	Dire_Wolf#species	Presociality#adaptation
adaptation	wo:adaptation	Dire_Wolf#species	Running#adaptation
adaptation	wo:adaptation	Dire_Wolf#species	Scavenger#adaptation
adaptation	wo:adaptation	Dire_Wolf#species	Vivipary#adaptation
adaptation	wo:adaptation	Dolomedes#genus	Altricial#adaptation
adaptation	wo:adaptation	Dolomedes#genus	Carnivore#adaptation
adaptation	wo:adaptation	Dolomedes#genus	Haptic_perception#adaptation
adaptation	wo:adaptation	Dolomedes#genus	Moulting#adaptation
adaptation	wo:adaptation	Dolomedes#genus	Oviparity#adaptation
adaptation	wo:adaptation	Dolomedes#genus	Predation#adaptation
location	wo:livesIn	Dolomedes#genus	Bog#habitat
location	wo:livesIn	Dolomedes#genus	Brackish#habitat
location	wo:livesIn	Dolomedes#genus	Lake#habitat
location	wo:livesIn	Dolomedes#genus	Marsh#habitat
location	wo:livesIn	Dolomedes#genus	Swamp#habitat
location	wo:livesIn	Dolomedes#genus	Vernal_pool#habitat
location	wo:livesIn	Dolomedes#genus	Wetland#habitat
adaptation	wo:adaptation	Dorias_Tree-kangaroo#species	Altricial#adaptation
adaptation	wo:adaptation	Dorias_Tree-kangaroo#species	Arboreal_locomotion#adaptation
adaptation	wo:adaptation	Dorias_Tree-kangaroo#species	Climbing#adaptation
